2025-09-01 23:39:27,216 - ProximalNewtonLBFGS: lam=80, memory=5, n_grid=200, basis_order=0, n_samples=3200, K=3201
2025-09-01 23:39:38,524 - Iter 440: obj=-4562.276789, change=4.81e-05, α=0.100, ‖θ[1:]‖₁=9.508, γ=182409.386, num_knots=336
2025-09-01 23:39:38,753 - Iter 450: obj=-4562.297841, change=4.32e-05, α=0.100, ‖θ[1:]‖₁=9.507, γ=180257.121, num_knots=336
2025-09-01 23:39:39,051 - Iter 460: obj=-4562.319007, change=3.87e-05, α=0.100, ‖θ[1:]‖₁=9.506, γ=177860.872, num_knots=336
2025-09-01 23:39:39,356 - Iter 470: obj=-4562.340368, change=3.45e-05, α=0.100, ‖θ[1:]‖₁=9.506, γ=171853.773, num_knots=336
2025-09-01 23:39:39,649 - Iter 480: obj=-4562.362493, change=3.08e-05, α=0.100, ‖θ[1:]‖₁=9.505, γ=165391.241, num_knots=336
2025-09-01 23:39:39,856 - Iter 490: obj=-4562.385238, change=2.76e-05, α=0.100, ‖θ[1:]‖₁=9.505, γ=160404.946, num_knots=336
2025-09-01 23:39:40,169 - Iter 500: obj=-4562.408724, change=2.52e-05, α=0.100, ‖θ[1:]‖₁=9.504, γ=152866.346, num_knots=336
2025-09-01 23:39:40,529 - Iter 510: obj=-4562.559478, change=1.40e-04, α=1.000, ‖θ[1:]‖₁=9.503, γ=82803.489, num_knots=333
2025-09-01 23:39:40,943 - Iter 520: obj=-4563.581717, change=2.46e-04, α=1.000, ‖θ[1:]‖₁=9.518, γ=13989.452, num_knots=322
2025-09-01 23:39:41,348 - Iter 530: obj=-4564.484513, change=1.74e-03, α=1.000, ‖θ[1:]‖₁=9.539, γ=82587.785, num_knots=310
2025-09-01 23:39:41,677 - Iter 540: obj=-4565.163083, change=4.39e-05, α=1.000, ‖θ[1:]‖₁=9.540, γ=185163.864, num_knots=310
2025-09-01 23:39:41,973 - Iter 550: obj=-4565.751826, change=5.27e-05, α=1.000, ‖θ[1:]‖₁=9.548, γ=111238.097, num_knots=303
2025-09-01 23:39:42,267 - Iter 560: obj=-4566.724846, change=9.91e-05, α=1.000, ‖θ[1:]‖₁=9.563, γ=54019.138, num_knots=292
2025-09-01 23:39:42,599 - Iter 570: obj=-4567.863588, change=4.19e-05, α=1.000, ‖θ[1:]‖₁=9.577, γ=400250.238, num_knots=286
2025-09-01 23:39:42,919 - Iter 580: obj=-4567.950864, change=1.24e-04, α=1.000, ‖θ[1:]‖₁=9.579, γ=44968.115, num_knots=286
2025-09-01 23:39:43,249 - Iter 590: obj=-4569.098592, change=7.54e-05, α=1.000, ‖θ[1:]‖₁=9.596, γ=78937.571, num_knots=276
2025-09-01 23:39:43,565 - Iter 600: obj=-4569.570985, change=3.09e-05, α=1.000, ‖θ[1:]‖₁=9.602, γ=189116.868, num_knots=269
2025-09-01 23:39:43,994 - Iter 610: obj=-4570.166785, change=1.01e-04, α=1.000, ‖θ[1:]‖₁=9.611, γ=79894.967, num_knots=261
2025-09-01 23:39:44,343 - Iter 620: obj=-4570.653813, change=7.65e-04, α=1.000, ‖θ[1:]‖₁=9.619, γ=29615.076, num_knots=259
2025-09-01 23:39:44,716 - Iter 630: obj=-4571.301714, change=2.55e-05, α=1.000, ‖θ[1:]‖₁=9.626, γ=289895.980, num_knots=254
2025-09-01 23:39:45,042 - Iter 640: obj=-4571.392428, change=1.66e-04, α=1.000, ‖θ[1:]‖₁=9.627, γ=18047.767, num_knots=254
2025-09-01 23:39:45,350 - Iter 650: obj=-4572.087497, change=3.43e-05, α=1.000, ‖θ[1:]‖₁=9.638, γ=158564.862, num_knots=247
2025-09-01 23:39:45,665 - Iter 660: obj=-4572.277158, change=6.70e-04, α=1.000, ‖θ[1:]‖₁=9.641, γ=79840.818, num_knots=245
2025-09-01 23:39:46,023 - Iter 670: obj=-4572.934058, change=1.45e-05, α=1.000, ‖θ[1:]‖₁=9.648, γ=641459.426, num_knots=239
2025-09-01 23:39:46,355 - Iter 680: obj=-4572.952748, change=1.28e-05, α=1.000, ‖θ[1:]‖₁=9.648, γ=480135.742, num_knots=239
2025-09-01 23:39:46,678 - Iter 690: obj=-4572.981027, change=2.26e-05, α=1.000, ‖θ[1:]‖₁=9.648, γ=234748.886, num_knots=239
2025-09-01 23:39:46,995 - Iter 700: obj=-4573.131197, change=2.50e-04, α=1.000, ‖θ[1:]‖₁=9.650, γ=7566.090, num_knots=237
2025-09-01 23:39:47,381 - Iter 710: obj=-4573.402355, change=1.21e-04, α=1.000, ‖θ[1:]‖₁=9.653, γ=71108.323, num_knots=231
